q_id,doc_id,question,answer,doc_path,documents,deck_url,arithmetic_expression,evidence_pages,answer_type,resoning_type,directory_exists
700,automobileindustryinindia-130807012739-phpapp01_95,What are two types of automobiles for which sales declined by 10.9 per cent in FY14?,"Passenger Carriers, Goods Carriers",automobileindustryinindia-130807012739-phpapp01_95.pdf,"['automobileindustryinindia-130807012739-phpapp01_95.pdf', 'analysisofkoreanwinemarket-20150902-daejeon-150829090424-lva1-app6891_95.pdf', 'buildingmicroserviceswithscalafunctionaldomainmodelsandspringbootchrisrichardson-141030115818-conversion-gate01_95.pdf', 'amazonwhitepaper-110511144038-phpapp01_95.pdf', 'chapter3-cellsandtissues-150929133200-lva1-app6891_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf']",https://www.slideshare.net/MayankTravelport/automobile-industry-in-india-25013376,,"[5, 6]",Multi-Span,Multi-Hop,True
705,androiddesignbysankalpjoshi-131008043332-phpapp02_95,When was the system being used by 37.9% of Android devices released?,2012,androiddesignbysankalpjoshi-131008043332-phpapp02_95.pdf,"['androiddesignbysankalpjoshi-131008043332-phpapp02_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'competitiveoutcomes-091006065143-phpapp01_95.pdf', 'brandmanagement-itchotels-150823162717-lva1-app6892_95.pdf', 'avoidingdeathbypowerpointslideshare-090322075422-phpapp01_95.pdf']",https://www.slideshare.net/sankalpjoshi1/android-design-by-sankalp-joshi,,"[3, 4]",Single-Span,Multi-Hop,True
709,cobaltpresentation-110513172526-phpapp02_95,What was the source of the data for the historical prices of the metal that has an intense blue colour when associated with silica?,Cobalt Development Institute 2010,cobaltpresentation-110513172526-phpapp02_95.pdf,"['cobaltpresentation-110513172526-phpapp02_95.pdf', 'connectivetissue-150209063549-conversion-gate01_95.pdf', 'benchmark-141008115150-conversion-gate01_95.pdf', 'cleanhydrocarbonsrenewableelectrificationsolarenergyinsouthernalberta-160323184734_95.pdf', 'assessmentoffetalwellbeinginpregnancyandlabour-jaipur-150303105805-conversion-gate01_95.pdf', 'anti-lockabsshow-140614024326-phpapp01_95.pdf', 'fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'sca-capital-market-day-2011-presentation-110920022831-phpapp02_95.pdf', 'efis-140411041451-phpapp01_95.pdf', 'fluxinvestorpresentation-140122121938-phpapp02_95.pdf']",https://www.slideshare.net/globalcobaltcorp/supply-demand-of-the-strategic-metal-cobalt-7958509,,"[3, 4]",Single-Span,Multi-Hop,True
716,chapter7-nervoussystem-151216152753_95,What step is between monitoring changes occurring inside and outside the body and motor output?,Integration,chapter7-nervoussystem-151216152753_95.pdf,"['chapter7-nervoussystem-151216152753_95.pdf', 'reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'everything10minpano9-15-150904223222-lva1-app6892_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf', 'efis-140411041451-phpapp01_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'etbworldconflictseng090319-090319105418-phpapp02_95.pdf', 'aqualisaquartzsss-120320224240-phpapp01_95.pdf']",https://www.slideshare.net/mpattani/chapter-7-the-nervous-system,,"[1, 3]",Single-Span,Multi-Hop,True
724,barcampbournemouthcanvaskeynote-100410160445-phpapp02_95,"What is the university affiliation of the person who said, “Canvas is my favourite part of HTML5, alongside its video and audio support”?",Bournemouth University,barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf,"['barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf', 'dw4o1lzzr1urnmyylxae-140519214231-phpapp01_95.pdf', 'phstartupreportv5-130727005123-phpapp02_95.pdf', 'roleofhrbusinesspartner-141201132920-conversion-gate01_95.pdf']",https://www.slideshare.net/robhawkes/html5-canvas-the-future-of-graphics-on-the-web,,"[1, 2]",Single-Span,Multi-Hop,True
728,careerdevelopment-120104020127-phpapp01_95,What are three areas of the other component of SWOT Analysis along with External Analysis?,"Culture, Competencies, Composition",careerdevelopment-120104020127-phpapp01_95.pdf,"['careerdevelopment-120104020127-phpapp01_95.pdf', 'circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95.pdf', 'aseaneconomicintegration-100314152951-phpapp01_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf', 'digjourneydigitalmaturitymatrixenglish150309-150310145548-conversion-gate01_95.pdf']",https://www.slideshare.net/rehmdil/career-development-10792315,,"[7, 11]",Multi-Span,Multi-Hop,True
731,asean2015-140727051418-phpapp02_95,Which Republic Act No. allows the full entry of foreign banks in the country that made the PEDRO shirt?,10641,asean2015-140727051418-phpapp02_95.pdf,"['asean2015-140727051418-phpapp02_95.pdf', '2012-02-20fy11roadshow-120221022442-phpapp02_95.pdf', 'cinemart-120205012042-phpapp01_95.pdf', '2013alapurchasing-130214144910-phpapp02_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf', 'cellcyclecheckpointsapoptosisandcancer-141109105010-conversion-gate01_95.pdf', 'phstartupreportv5-130727005123-phpapp02_95.pdf']",https://www.slideshare.net/insidefashionPH76/asean-2015-challenges-of-regional-integration,,"[13, 19]",Single-Span,Multi-Hop,True
734,aqueoushumordynamics-140623224217-phpapp02_95,What comes between the FINGER LIKE PROJECTIONS which are 2 MM LONG AND 0.5 IN D and ANTERIOR CHAMBER in the flow chart?,AQUEOUS IN POSTERIOR CHAMBER,aqueoushumordynamics-140623224217-phpapp02_95.pdf,"['aqueoushumordynamics-140623224217-phpapp02_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'siecomsservicemarketingapril201424042014ver2-140505001912-phpapp02_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf', 'erpmodule-120905074920-phpapp02_95.pdf', 'asoextended-150217100406-conversion-gate01_95.pdf', 'basiccomputerorganizationanddesign-140519134906-phpapp02_95.pdf']",https://www.slideshare.net/laxmieyeinstitute/aqueous-humor-dynamics-36225138,,"[4, 11]",Single-Span,Multi-Hop,True
736,aqueoushumordynamics-140623224217-phpapp02_95,"What are the two components of the area which includes the Ciliary band, Scleral spur, Trabecular meshwork, and Schwalbes line?","TRABECULAR MESHWORK, CILIARY BODY",aqueoushumordynamics-140623224217-phpapp02_95.pdf,"['aqueoushumordynamics-140623224217-phpapp02_95.pdf', 'alcatel-lucenteesoverview-120403090342-phpapp01_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf', 'finalpresentationbayes-151030084118-lva1-app6892_95.pdf']",https://www.slideshare.net/laxmieyeinstitute/aqueous-humor-dynamics-36225138,,"[7, 11]",Multi-Span,Multi-Hop,True
742,citrix2-091030171010-phpapp02_95,What increases the success of that which is an Ingredient along with Email and Search?,Cross-Media Synergy,citrix2-091030171010-phpapp02_95.pdf,"['citrix2-091030171010-phpapp02_95.pdf', 'citizenscience-practiceandpolicy-huji-151214131928_95.pdf', 'bls1-130817020622-phpapp01_95.pdf', 'finalpresentationbayes-151030084118-lva1-app6892_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf', 'anti-lockabsshow-140614024326-phpapp01_95.pdf', 'rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'awsreinvent2014perftuningec2-141112191859-conversion-gate02_95.pdf']",https://www.slideshare.net/jaybaer/5-ways-to-integrate-social-media-in-your-marketing,,"[6, 8]",Single-Span,Multi-Hop,True
754,anatomyofboneandcartilage1-150828115100-lva1-app6892_95,How many stages are there in the process which ossifies bones that originate as hyaline cartilage?,5,anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf,"['anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf', 'efis-140411041451-phpapp01_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf', 'architecture-150102195159-conversion-gate01_95.pdf', 'antibiotics-141109111447-conversion-gate02_95.pdf', 'danabadauohridmacedonia23-24may2015-151218201157_95.pdf']",https://www.slideshare.net/vinayjain99/anatomy-of-bone-and-cartilage-1,,"[9, 16]",Non-Span,Multi-Hop & Discrete,True
758,anatomyofboneandcartilage1-150828115100-lva1-app6892_95,Is the bone in the Rib Cage besides the Rib an example of a long bone or a flat bone?,Flat bone,anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf,"['anatomyofboneandcartilage1-150828115100-lva1-app6892_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf', 'creatingeconomiesofnaturepptpresentation04-09-2010-100521023140-phpapp02_95.pdf', 'chapter1-introductiontomanagementandorganizations-090411125412-phpapp02_95.pdf', 'autonomouscar-140901094343-phpapp02_95.pdf', 'nielsen2015musicbizpresentation-final-150526143534-lva1-app6891_95.pdf', 'everything10minpano9-15-150904223222-lva1-app6892_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf']",https://www.slideshare.net/vinayjain99/anatomy-of-bone-and-cartilage-1,,"[18, 19]",Single-Span,Multi-Hop,True
760,consofexcelspreadsheets-ifraeem-160315082502_95,When was the program created that has PRIVACY ISSUES AND POOR BUILT IN CONTROL?,1985,consofexcelspreadsheets-ifraeem-160315082502_95.pdf,"['consofexcelspreadsheets-ifraeem-160315082502_95.pdf', 'earthlinkweb-150213112111-conversion-gate02_95.pdf', 'awsustainablefinal-110317140215-phpapp01_95.pdf', 'anaofspine-101212113106-phpapp01_95.pdf', 'buildakickassteam-nopingpongtablerequired-151117144722-lva1-app6891_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', 'seotrainingbywebseoservices-120104095209-phpapp02_95.pdf']",https://www.slideshare.net/cakehr/cons-of-excel-spreadsheets-in-human-resource-management,,"[6, 13]",Single-Span,Multi-Hop,True
762,circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95,How many percentage points higher was wife unsatisfaction for respondents who have had the total or partial cutting away of female external organs compared to uncircumcised respondents?,32.1,circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95.pdf,"['circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'augustteamsworkpresentation1-151002172254-lva1-app6892_95.pdf', 'roadsectorppt-july7-100901040020-phpapp02_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf', 'designcitieslikeyougiveadamn-111006154943-phpapp01_95.pdf', 'renewableenergypresentation-150404092630-conversion-gate01_95.pdf', 'climatechange2009perceptions-091204092626-phpapp02_95.pdf', 'citizenscience-practiceandpolicy-huji-151214131928_95.pdf', 'indonesiamobilemarketresearch-ag-150106055934-conversion-gate02_95.pdf']",https://www.slideshare.net/elnashar/psychosexual-dysfunction-in-circumcised-females-47974547,43-10.9,"[2, 10]",Non-Span,Multi-Hop & Discrete,True
768,chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95,When was the company that was acquired by Tenecent for $100MM founded?,2012,chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95.pdf,"['chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95.pdf', 'reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'linkedin101ppt-130804174926-phpapp01_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', '2013alapurchasing-130214144910-phpapp02_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'regionalkeyaccountstrategy-loral-130220142130-phpapp02_95.pdf', 'avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95.pdf', 'etbworldconflictseng090319-090319105418-phpapp02_95.pdf', 'agiledatascience-140624145954-phpapp02_95.pdf']",https://www.slideshare.net/RuiMa4/china-keynote-for-east-meetswest,,"[10, 12]",Single-Span,Multi-Hop,True
771,chapter3-cellsandtissues-150929133200-lva1-app6891_95,"What percentage of the fragile, transparent barrier that contains the cell contents and separates them from the surrounding environment is glycolipids?",5,chapter3-cellsandtissues-150929133200-lva1-app6891_95.pdf,"['chapter3-cellsandtissues-150929133200-lva1-app6891_95.pdf', 'apachestormvs-140811162542-phpapp01_95.pdf', 'marymeekersinternettrends2015underlined-150604010855-lva1-app6891_95.pdf', 'overviewofe-commerceinthemiddleeast-140508065901-phpapp01_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'amazonbusinessmodelfinal-12886154816988-phpapp02-121203003732-phpapp02_95.pdf', 'chapter8-geneticscompatibilitymode-141214140247-conversion-gate02_95.pdf']",https://www.slideshare.net/mpattani/chapter-3-cells-and-tissues,,"[18, 19]",Single-Span,Multi-Hop,True
775,assessmentoffetalwellbeinginpregnancyandlabour-jaipur-150303105805-conversion-gate01_95,What is the course of action when there is an atypical/abnormal type of test for which there is poor evidence that it can reduce perinatal morbidity or mortality?,BPP or CST as soon as possible,assessmentoffetalwellbeinginpregnancyandlabour-jaipur-150303105805-conversion-gate01_95.pdf,"['assessmentoffetalwellbeinginpregnancyandlabour-jaipur-150303105805-conversion-gate01_95.pdf', 'mewa16z-150619153942-lva1-app6892_95.pdf', 'fdi-110428004543-phpapp02_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'everything-old-is-new-again-121117053917-phpapp01_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf', 'brazilstartupreport-140629211253-phpapp02_95.pdf', 'finalmediafindingspdf-141228031149-conversion-gate02_95.pdf', 'b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf']",https://www.slideshare.net/716/assessment-of-fetal-wellbeing-in-pregnancy-and-labour,,"[8, 9]",Single-Span,Multi-Hop,True
779,biosynthesisoffattyacids-140405023616-phpapp01_95,"What follows the reaction that includes REDUCTION, DEHYDRATION, and REDUCTION phases in the flow chart?",TERMINATION,biosynthesisoffattyacids-140405023616-phpapp01_95.pdf,"['biosynthesisoffattyacids-140405023616-phpapp01_95.pdf', 'babe-150203065431-conversion-gate01_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf', 'comparativereportonhealthyfoodinthailandindonesiaandvietnamin2015-150612065514-lva1-app6892_95.pdf', 'finalppthighrise-130504010636-phpapp02_95.pdf', 'bearing1-151117114834-lva1-app6892_95.pdf', 'foodstartups-10settembre-150213043959-conversion-gate01_95.pdf', 'asean2015-140727051418-phpapp02_95.pdf', 'dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf']",https://www.slideshare.net/anamikabanerjee92/biosynthesis-of-fatty-acids,,"[3, 11]",Single-Span,Multi-Hop,True
781,biosynthesisoffattyacids-140405023616-phpapp01_95,Is that which is used by Beta-ketoacyl-ACP reductase to reduce the ketone to a hydroxyl group part of mitochondria or cytosol?,CYTOSOL,biosynthesisoffattyacids-140405023616-phpapp01_95.pdf,"['biosynthesisoffattyacids-140405023616-phpapp01_95.pdf', 'cdocumentsandsettingsdeedesktoptransmissionline12-090228010509-phpapp01_95.pdf', 'cc-indiatabletsreport-november2011-111130102726-phpapp01_95.pdf', 'rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf', 'q4fy14earningspresentationfinalschedules-140804061403-phpapp01_95.pdf']",https://www.slideshare.net/anamikabanerjee92/biosynthesis-of-fatty-acids,,"[4, 10]",Single-Span,Multi-Hop,True
783,biosynthesisoffattyacids-140405023616-phpapp01_95,How many generators for that which is involved in both the REDUCTION phases of the ELONGATION cycle are named in the figure?,3,biosynthesisoffattyacids-140405023616-phpapp01_95.pdf,"['biosynthesisoffattyacids-140405023616-phpapp01_95.pdf', 'bearing1-151117114834-lva1-app6892_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf', 'b2bproductsalesforstartupsbylucboillyv0-160406160814_95.pdf', 'anaofspine-101212113106-phpapp01_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'citimonitizingconnectedcar-140114145514-phpapp02_95.pdf', 'sdmwebinar-140721120644-phpapp01_95.pdf', 'asixstepcontentmarketingmodel-120206005134-phpapp01_95.pdf']",https://www.slideshare.net/anamikabanerjee92/biosynthesis-of-fatty-acids,,"[11, 13]",Non-Span,Multi-Hop & Discrete,True
785,basiccomputerorganizationanddesign-140519134906-phpapp02_95,What are two types of that which consists of instruction and data that the computer manipulate to perform various tasks?,"Application, Systems",basiccomputerorganizationanddesign-140519134906-phpapp02_95.pdf,"['basiccomputerorganizationanddesign-140519134906-phpapp02_95.pdf', 'chinakeynoteforeastmeetswest-141107201900-conversion-gate01_95.pdf', 'compostingfinal-150126084912-conversion-gate01_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf', 'cc-indiatabletsreport-november2011-111130102726-phpapp01_95.pdf', 'aquacultureproducerorganisationscairo25sept2012-121023231529-phpapp02_95.pdf', 'asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95.pdf', 'rjowen-digitalexperiences-140714083730-phpapp01_95.pdf', 'drugdiscoveryanddevelopment-111227060152-phpapp02_95.pdf']",https://www.slideshare.net/KamalAcharya/basic-computer-organization-and-design-34867246,,"[2, 3]",Multi-Span,Multi-Hop,True
792,ccdenguetaiwo-150925173124-lva1-app6892_95,How many people per year are killed by humans and the creature that carries dengue combined?,"1,200,000",ccdenguetaiwo-150925173124-lva1-app6892_95.pdf,"['ccdenguetaiwo-150925173124-lva1-app6892_95.pdf', 'donorretentionisntspeeddating-150827141331-lva1-app6891_95.pdf', 'asoextended-150217100406-conversion-gate01_95.pdf', 'fogel-eklips-ceo-online-visibility-survey-121122044702-phpapp02_95.pdf', 'reutersinstitutedigitalnewsreport2014-140620083406-phpapp01_95.pdf', 'brennpunkt2015neuburger-151110110849-lva1-app6892_95.pdf', 'shrmsurveyfindings-strategic-benefits-wellness-initiatives-151014165419-lva1-app6892_95.pdf']",https://www.slideshare.net/ETaiwo/climate-change-and-dengue,"475,000+725,000","[2, 3]",Non-Span,Multi-Hop & Discrete,True
794,ccdenguetaiwo-150925173124-lva1-app6892_95,What are four symptoms of the critical phase of the disease which is transmitted through “Infected-person-to-mosquito-to-another-person” pathway?,"hypotension, pleural effusion, ascites, gastrointestinal bleeding",ccdenguetaiwo-150925173124-lva1-app6892_95.pdf,"['ccdenguetaiwo-150925173124-lva1-app6892_95.pdf', 'fintechver8-thejunction-130112110154-phpapp02_95.pdf', 'linkedinsalesdeck-140604040835-phpapp02_95.pdf', 'applicationandadvancesofpolymers-141224015235-conversion-gate02_95.pdf', 'finalppt-140630033917-phpapp02_95.pdf', 'cinemart-120205012042-phpapp01_95.pdf', 'circumsionpsychsexualdysfunction-150510235649-lva1-app6891_95.pdf', 'ecommerceopportunityindia-141124010546-conversion-gate01_95.pdf', 'earlybird-110722143746-phpapp02_95.pdf', 'renewableenergypresentation-150404092630-conversion-gate01_95.pdf']",https://www.slideshare.net/ETaiwo/climate-change-and-dengue,,"[4, 5]",Multi-Span,Multi-Hop,True
796,ccdenguetaiwo-150925173124-lva1-app6892_95,Vomiting is a symptom of which phase of the disease which has 50-100 million cases worldwide each year?,Febrile,ccdenguetaiwo-150925173124-lva1-app6892_95.pdf,"['ccdenguetaiwo-150925173124-lva1-app6892_95.pdf', 'annualresidential110714-141107103135-conversion-gate01_95.pdf', 'appannieapp012015new0126-150126041258-conversion-gate02_95.pdf', 'anti-lockabsshow-140614024326-phpapp01_95.pdf', 'benchmark-141008115150-conversion-gate01_95.pdf']",https://www.slideshare.net/ETaiwo/climate-change-and-dengue,,"[4, 6]",Single-Span,Multi-Hop,True
798,ccdenguetaiwo-150925173124-lva1-app6892_95,"Is the RNA virus, genus: Flavivirus, family: Flavivirida more common in the northern or southern hemisphere?",southern hemisphere,ccdenguetaiwo-150925173124-lva1-app6892_95.pdf,"['ccdenguetaiwo-150925173124-lva1-app6892_95.pdf', 'managingriskfromtoptobottombyericpesik-141201160350-conversion-gate02_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf', 'barcampbournemouthcanvaskeynote-100410160445-phpapp02_95.pdf', 'colawarscontinue-final-140515114621-phpapp02_95.pdf', 'cmw2014workshopv2-140912093008-phpapp01_95.pdf', 'chinatourismreport-100310054348-phpapp01_95.pdf', 'chapter7-nervoussystem-151216152753_95.pdf', 'fdi-110428004543-phpapp02_95.pdf', 'colors-141027065047-conversion-gate01_95.pdf']",https://www.slideshare.net/ETaiwo/climate-change-and-dengue,,"[3, 7]",Single-Span,Multi-Hop & Discrete,True
800,apachestormvs-140811162542-phpapp01_95,"That which can be done by the Storm stream processing framework, or the Spark batch processing framework is found in the overlap between what two components?","Batch, Streaming",apachestormvs-140811162542-phpapp01_95.pdf,"['apachestormvs-140811162542-phpapp01_95.pdf', 'avalaunchpresentationsthatkickasteriskv3copy-150318114804-conversion-gate01_95.pdf', 'everything-old-is-new-again-121117053917-phpapp01_95.pdf', 'automobileindustryinindia-130807012739-phpapp01_95.pdf', 'dieselenginelubrication-150205043455-conversion-gate02_95.pdf', 'dentalplaqueperio-120125055232-phpapp02_95.pdf', 'shrmsurveyfindingsstrategic-benefits-health-care-151014192447-lva1-app6891_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'alternativestotheimpulse-responsemodel-131125154606-phpapp02_95.pdf']",https://www.slideshare.net/ptgoetz/apache-storm-vs-spark-streaming,,"[8, 10]",Multi-Span,Multi-Hop,True
802,apachestormvs-140811162542-phpapp01_95,"What three languages does the Storm API which includes Micro-Batch, Higher Throughput, and Operates on Streams of Tuple Batches and Partitions use?","Java, Clojure, Scala",apachestormvs-140811162542-phpapp01_95.pdf,"['apachestormvs-140811162542-phpapp01_95.pdf', 'reportq32015-151009093138-lva1-app6891_95.pdf', 'newmicrosoftpowerpointpresentation-140302025348-phpapp01_95.pdf', 'dnasequencing-141109105933-conversion-gate01_95.pdf', '141121organicwayforward-141123090600-conversion-gate02_95.pdf', 'biscuitandcookies-150315074901-conversion-gate01_95.pdf', 'biitheinternetofeverything2015v4-141230135143-conversion-gate02_95.pdf']",https://www.slideshare.net/ptgoetz/apache-storm-vs-spark-streaming,,"[11, 12]",Multi-Span,Multi-Hop,True
804,apachestormvs-140811162542-phpapp01_95,"Of Core Storm, the API which has each of the three Reliability Models (At Most Once, At Least Once, Exactly Once), and Spark Streaming, which can be used with the greatest number of languages?",Core Storm,apachestormvs-140811162542-phpapp01_95.pdf,"['apachestormvs-140811162542-phpapp01_95.pdf', 'avoidingdeathbypowerpointslideshare-090322075422-phpapp01_95.pdf', 'caltraincapacitymountainview1-150701205750-lva1-app6891_95.pdf', 'gcconfessions-150413122429-conversion-gate01_95.pdf', 'alternativetoplasticandglobalwarming-140912094328-phpapp01_95.pdf', '2012-02-20fy11roadshow-120221022442-phpapp02_95.pdf', 'chapter-3-seawater-160218031855_95.pdf', 'copyofuntitleddesign2-140627143425-phpapp02_95.pdf']",https://www.slideshare.net/ptgoetz/apache-storm-vs-spark-streaming,,"[12, 13]",Single-Span,Multi-Hop & Discrete,True
806,apachestormvs-140811162542-phpapp01_95,"What is the Stream Source for the API which uses Java, Scala, and Python?","HDFS, Network",apachestormvs-140811162542-phpapp01_95.pdf,"['apachestormvs-140811162542-phpapp01_95.pdf', 'basicsofcalculus-150407154114-conversion-gate01_95.pdf', 'cobaltpresentation-110513172526-phpapp02_95.pdf', 'asiasshoppingsafarifinalwebinardeckforparticipants-141105212832-conversion-gate01_95.pdf', 'awsreinvent2014perftuningec2-141112191859-conversion-gate02_95.pdf', 'chinatourismreport-100310054348-phpapp01_95.pdf', 'citrix2-091030171010-phpapp02_95.pdf', 'biosensorsinfoodindustry-presentation-150607065755-lva1-app6891_95.pdf']",https://www.slideshare.net/ptgoetz/apache-storm-vs-spark-streaming,,"[12, 14]",Multi-Span,Multi-Hop,True
808,apachestormvs-140811162542-phpapp01_95,What is the Hadoop Distro for that which has too many Production Deployments to list?,"Hortonworks, MapR",apachestormvs-140811162542-phpapp01_95.pdf,"['apachestormvs-140811162542-phpapp01_95.pdf', 'basicsofcalculus-150407154114-conversion-gate01_95.pdf', 'alcatel-lucenteesoverview-120403090342-phpapp01_95.pdf', 'directindirectretainersinrpd-140921213048-phpapp02_95.pdf', 'aqualisaquartzsss-120320224240-phpapp01_95.pdf', 'publicopinionlandscape-election201610-151013152816-lva1-app6892_95.pdf', 'managingriskfromtoptobottombyericpesik-141201160350-conversion-gate02_95.pdf', 'axuremeetup-130504183752-phpapp02_95.pdf', 'chapter1-introductiontomanagementandorganizations-090411125412-phpapp02_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf']",https://www.slideshare.net/ptgoetz/apache-storm-vs-spark-streaming,,"[15, 16]",Multi-Span,Multi-Hop,True
823,analytics1-151203211051-lva1-app6892_95,Which country shows the greatest amount for which people analytics was the second-biggest challenge overall?,Netherlands,analytics1-151203211051-lva1-app6892_95.pdf,"['analytics1-151203211051-lva1-app6892_95.pdf', 'q4fy14earningspresentationfinalschedules-140804061403-phpapp01_95.pdf', 'apachestormvs-140811162542-phpapp01_95.pdf', 'b2b-social-testing-lopez-141009140744-conversion-gate02_95.pdf', 'rememberingvacantlots-residentsuseofinformalurbangreenspaceaschildrenandteenagersinjapanandaustralia-150529114046-lva1-app6892_95.pdf']",https://www.slideshare.net/BambooHR/using-analytics-to-make-smart-hr-decisions,,"[6, 7]",Single-Span,Multi-Hop & Discrete,True
829,chapter3-140622095458-phpapp02_95,Is there more of the element which is 2.1% by weight of the Earth’s crust or iron in the bulk earth composition?,Iron,chapter3-140622095458-phpapp02_95.pdf,"['chapter3-140622095458-phpapp02_95.pdf', 'earthlinkweb-150213112111-conversion-gate02_95.pdf', 'aqualisaquartzsss-120320224240-phpapp01_95.pdf', 'annualresidential110714-141107103135-conversion-gate01_95.pdf', 'dempartysystemsworkshopv-150307225705-conversion-gate01_95.pdf', 'chapter1-introductiontomanagementandorganizations-090411125412-phpapp02_95.pdf', 'embeddedsysteminvehicles-140413160734-phpapp02_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf']",https://www.slideshare.net/Cristiram16/chapter-3-the-composition-and-structure-of-the-earth,,"[5, 14]",Single-Span,Multi-Hop & Discrete,True
831,chapter3-140622095458-phpapp02_95,"Together, the element which comprises 20.95% of the Earth’s atmosphere and iron make up what percentage of the bulk earth composition?",65,chapter3-140622095458-phpapp02_95.pdf,"['chapter3-140622095458-phpapp02_95.pdf', 'presentation-150429012118-conversion-gate01_95.pdf', '2014globaldigitalsociallandscape-140803004322-phpapp02_95.pdf', '2013alapurchasing-130214144910-phpapp02_95.pdf', '5benefitsofanonprofittheoryofchange-160229202540_95.pdf', 'allyouwantedtoknowaboutanalyticsine-commerce-amazonebayflipkart-150207221032-conversion-gate01_95.pdf', 'cc-indiatabletsreport-november2011-111130102726-phpapp01_95.pdf', 'campaignanalysis02-mahindrae2olaunchmarch282013-130328080338-phpapp01_95.pdf']",https://www.slideshare.net/Cristiram16/chapter-3-the-composition-and-structure-of-the-earth,30+35,"[1, 5]",Non-Span,Multi-Hop & Discrete,True
